Row ID,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,Segment,Country,City,State,postal_code,Region,product_id,Category,sub_category,product_name,Sales,Quantity,Discount,Profit,year_month,delivery_days
3142,US-2014-122959,12-12-2014,12-12-2014,Same Day,CY-12745,Craig Yedwab,Corporate,United States,San Antonio,Texas,78207,Central,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,210,2,0.80,-337,2014-12,0
3145,US-2016-148110,05-09-2016,11-09-2016,Standard Class,AR-10825,Anthony Rawles,Corporate,United States,Austin,Texas,78745,Central,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",348,7,0.30,-25,2016-09,6
3146,CA-2017-131828,11-02-2017,13-02-2017,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",963,4,0.20,108,2017-02,2
3147,CA-2017-131828,11-02-2017,13-02-2017,Second Class,CS-11845,Cari Sayre,Corporate,United States,Seattle,Washington,98105,West,TEC-PH-10002923,Technology,Phones,"Logitech B530 USBÂ HeadsetÂ -Â headsetÂ - Full size, Binaural",89,3,0.20,8,2017-02,2
3149,CA-2016-120558,07-06-2016,10-06-2016,First Class,RD-19810,Ross DeVincentis,Home Office,United States,New York City,New York,10035,East,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32,5,0.00,16,2016-06,3
3156,CA-2014-128986,03-08-2014,05-08-2014,Second Class,GH-14410,Gary Hansen,Home Office,United States,Glendale,Arizona,85301,West,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,93,3,0.20,34,2014-08,2
3161,US-2014-150924,12-09-2014,16-09-2014,Second Class,PT-19090,Pete Takahito,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,5,5,0.80,-8,2014-09,4
3175,CA-2017-157483,11-11-2017,18-11-2017,Standard Class,EP-13915,Emily Phan,Consumer,United States,Detroit,Michigan,48227,Central,OFF-AR-10004260,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,182,7,0.00,51,2017-11,7
3178,CA-2017-122280,10-09-2017,10-09-2017,Same Day,SH-20395,Shahid Hopkins,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",19,2,0.00,9,2017-09,0
3179,CA-2017-105235,05-12-2017,11-12-2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,FUR-FU-10001487,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",21,3,0.00,6,2017-12,6
3180,CA-2017-105235,05-12-2017,11-12-2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",59,2,0.00,18,2017-12,6
3181,CA-2017-105235,05-12-2017,11-12-2017,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,255,5,0.00,69,2017-12,6
3182,CA-2017-152912,09-11-2017,12-11-2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,10,2,0.00,4,2017-11,3
3183,CA-2017-152912,09-11-2017,12-11-2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,TEC-AC-10004666,Technology,Accessories,MaxellÂ iVDR EX 500GB Cartridge,827,3,0.00,355,2017-11,3
3184,CA-2017-152912,09-11-2017,12-11-2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,1633,9,0.00,474,2017-11,3
3185,CA-2017-152912,09-11-2017,12-11-2017,Second Class,BM-11650,Brian Moss,Corporate,United States,Columbia,Maryland,21044,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,544,3,0.00,158,2017-11,3
3186,CA-2014-123498,07-11-2014,09-11-2014,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,26,3,0.80,-44,2014-11,2
3187,CA-2014-123498,07-11-2014,09-11-2014,First Class,TC-20980,Tamara Chand,Corporate,United States,Houston,Texas,77041,Central,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,74,3,0.20,27,2014-11,2
3188,CA-2017-159352,12-03-2017,17-03-2017,Standard Class,KB-16585,Ken Black,Corporate,United States,Lowell,Massachusetts,1852,East,TEC-PH-10004700,Technology,Phones,PowerGen Dual USB Car Charger,70,7,0.00,32,2017-03,5
3192,CA-2017-123981,02-10-2017,08-10-2017,Standard Class,RW-19630,Rob Williams,Corporate,United States,New York City,New York,10035,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,66,1,0.00,17,2017-10,6
3193,CA-2017-158953,04-06-2017,08-06-2017,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Missouri City,Texas,77489,Central,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,6,7,0.80,-10,2017-06,4
3194,CA-2014-165428,01-09-2014,04-09-2014,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036,Central,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,4,3,0.80,-6,2014-09,3
3195,CA-2014-165428,01-09-2014,04-09-2014,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,Texas,77036,Central,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31,6,0.20,11,2014-09,3
3196,CA-2016-169026,08-08-2016,13-08-2016,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Jackson,Mississippi,39212,South,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",23,3,0.00,0,2016-08,5
3198,CA-2015-149384,10-07-2015,10-07-2015,Same Day,EH-13945,Eric Hoffmann,Consumer,United States,Tempe,Arizona,85281,West,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,3,3,0.70,-2,2015-07,0
3199,CA-2014-131527,01-12-2014,07-12-2014,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",96,4,0.20,10,2014-12,6
3203,CA-2014-158372,10-11-2014,16-11-2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,602,8,0.20,60,2014-11,6
3204,CA-2014-158372,10-11-2014,16-11-2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,11,1,0.00,4,2014-11,6
3205,CA-2014-158372,10-11-2014,16-11-2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,40,2,0.00,11,2014-11,6
3206,CA-2014-158372,10-11-2014,16-11-2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% RÃ©sumÃ© Paper, 24lb.",62,8,0.00,28,2014-11,6
3207,CA-2014-158372,10-11-2014,16-11-2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,FUR-FU-10001867,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53,5,0.00,15,2014-11,6
3208,CA-2014-158372,10-11-2014,16-11-2014,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,40,8,0.00,18,2014-11,6
3209,CA-2016-108882,09-01-2016,15-01-2016,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727,West,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,350,5,0.00,119,2016-01,6
3210,CA-2016-108882,09-01-2016,15-01-2016,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,California,93727,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,378,9,0.20,142,2016-01,6
3216,CA-2017-150189,08-07-2017,10-07-2017,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Mateo,California,94403,West,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75,6,0.00,35,2017-07,2
3218,CA-2017-104640,10-11-2017,16-11-2017,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,931,3,0.20,314,2017-11,6
3219,CA-2017-104640,10-11-2017,16-11-2017,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,New York,10024,East,TEC-PH-10002200,Technology,Phones,Aastra 6757i CT Wireless VoIP phone,431,2,0.00,125,2017-11,6
3220,US-2015-137008,02-10-2015,08-10-2015,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,95,5,0.00,46,2015-10,6
3221,US-2015-137008,02-10-2015,08-10-2015,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,51,4,0.00,23,2015-10,6
3222,US-2015-137008,02-10-2015,08-10-2015,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,New Jersey,8701,East,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,90,1,0.00,32,2015-10,6
3223,CA-2014-108189,02-10-2014,05-10-2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9,2,0.20,3,2014-10,3
3224,CA-2014-108189,02-10-2014,05-10-2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,5,2,0.20,1,2014-10,3
3225,CA-2014-108189,02-10-2014,05-10-2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318,2,0.20,107,2014-10,3
3226,CA-2014-108189,02-10-2014,05-10-2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,13,6,0.20,5,2014-10,3
3227,CA-2014-108189,02-10-2014,05-10-2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15,2,0.20,-3,2014-10,3
3228,CA-2014-108189,02-10-2014,05-10-2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230,3,0.20,20,2014-10,3
3229,CA-2014-108189,02-10-2014,05-10-2014,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7,1,0.20,0,2014-10,3
3230,CA-2014-154641,11-08-2014,16-08-2014,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,New York City,New York,10035,East,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,375,1,0.00,19,2014-08,5
3231,CA-2017-131625,01-09-2017,05-09-2017,Second Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,New York,10009,East,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",115,5,0.00,39,2017-09,4
3237,CA-2016-146836,02-05-2016,02-05-2016,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,45,3,0.00,13,2016-05,0
3238,CA-2016-146836,02-05-2016,02-05-2016,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,New York,10024,East,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,46,3,0.20,16,2016-05,0
3242,US-2016-140809,01-02-2016,03-02-2016,First Class,CK-12760,Cyma Kinney,Corporate,United States,Arlington,Virginia,22204,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56,5,0.00,15,2016-02,2
3244,CA-2017-113355,01-12-2017,05-12-2017,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,Texas,75051,Central,TEC-PH-10004912,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,220,5,0.20,25,2017-12,4
3245,CA-2017-113355,01-12-2017,05-12-2017,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,Texas,75051,Central,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317,3,0.30,-18,2017-12,4
3246,US-2017-140907,10-12-2017,12-12-2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49,3,0.00,5,2017-12,2
3247,US-2017-140907,10-12-2017,12-12-2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,325,5,0.00,39,2017-12,2
3248,US-2017-140907,10-12-2017,12-12-2017,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10000799,Office Supplies,Art,Col-Erase Pencils with Erasers,18,3,0.00,5,2017-12,2
3255,CA-2016-155474,08-07-2016,14-07-2016,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98105,West,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e -Â speaker phone,108,1,0.20,9,2016-07,6
3256,CA-2016-155474,08-07-2016,14-07-2016,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19,3,0.20,6,2016-07,6
3257,CA-2015-155453,09-08-2015,14-08-2015,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Jacksonville,Florida,32216,South,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,5,2,0.20,2,2015-08,5
3258,US-2016-161844,09-12-2016,14-12-2016,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064,South,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,80,3,0.40,-29,2016-12,5
3259,US-2016-161844,09-12-2016,14-12-2016,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,Tennessee,37064,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",3,2,0.70,-2,2016-12,5
3265,CA-2016-122518,04-03-2016,08-03-2016,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Miami,Florida,33180,South,OFF-LA-10001641,Office Supplies,Labels,Avery 518,10,4,0.20,4,2016-03,4
3266,US-2014-126571,11-10-2014,15-10-2014,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,282,2,0.20,11,2014-10,4
3267,US-2014-126571,11-10-2014,15-10-2014,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,201,3,0.20,68,2014-10,4
3273,CA-2015-146038,09-02-2015,16-02-2015,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",204,5,0.20,23,2015-02,7
3274,CA-2017-133865,08-05-2017,12-05-2017,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Los Angeles,California,90032,West,TEC-CO-10001046,Technology,Copiers,Canon Imageclass D680 Copier / Fax,3360,6,0.20,1050,2017-05,4
3275,CA-2017-116358,02-11-2017,06-11-2017,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,18,3,0.00,9,2017-11,4
3276,CA-2017-116358,02-11-2017,06-11-2017,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",28,6,0.00,9,2017-11,4
3277,CA-2014-102988,05-04-2014,09-04-2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,23,7,0.00,8,2014-04,4
3278,CA-2014-102988,05-04-2014,09-04-2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,29,1,0.00,8,2014-04,4
3279,CA-2014-102988,05-04-2014,09-04-2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,13,2,0.00,6,2014-04,4
3280,CA-2014-102988,05-04-2014,09-04-2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-AR-10000127,Office Supplies,Art,Newell 321,23,7,0.00,7,2014-04,4
3281,CA-2014-102988,05-04-2014,09-04-2014,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164,5,0.00,83,2014-04,4
3285,CA-2014-103702,12-09-2014,17-09-2014,Standard Class,AF-10885,Art Foster,Consumer,United States,Fairfield,Ohio,45014,East,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",64,7,0.70,-47,2014-09,5
3296,CA-2017-113418,01-10-2017,03-10-2017,First Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,10035,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,1705,11,0.00,767,2017-10,2
3310,CA-2015-144386,05-11-2015,11-11-2015,Standard Class,GT-14635,Grant Thornton,Corporate,United States,New York City,New York,10009,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",25,6,0.20,9,2015-11,6
3317,CA-2017-161739,10-11-2017,15-11-2017,Second Class,EB-13750,Edward Becker,Corporate,United States,Round Rock,Texas,78664,Central,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,342,5,0.60,-427,2017-11,5
3318,CA-2015-165057,11-09-2015,15-09-2015,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Redlands,California,92374,West,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,181,9,0.00,49,2015-09,4
3319,CA-2015-165057,11-09-2015,15-09-2015,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Redlands,California,92374,West,OFF-LA-10003190,Office Supplies,Labels,Avery 474,9,3,0.00,4,2015-09,4
3325,CA-2014-165309,11-11-2014,15-11-2014,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,897,5,0.80,-1480,2014-11,4
3326,CA-2014-165309,11-11-2014,15-11-2014,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,Central,OFF-BI-10001267,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",1,1,0.80,-2,2014-11,4
3327,CA-2014-165309,11-11-2014,15-11-2014,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,Central,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",68,3,0.20,7,2014-11,4
3328,CA-2014-165309,11-11-2014,15-11-2014,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",22,5,0.20,8,2014-11,4
3329,CA-2014-165309,11-11-2014,15-11-2014,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,262,8,0.20,95,2014-11,4
3330,CA-2014-165309,11-11-2014,15-11-2014,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,148,2,0.20,17,2014-11,4
3331,CA-2014-165309,11-11-2014,15-11-2014,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,Central,TEC-PH-10004959,Technology,Phones,Classic Ivory AntiqueÂ TelephoneÂ ZL1810,241,3,0.20,15,2014-11,4
3349,CA-2017-154732,05-11-2017,07-11-2017,First Class,AH-10195,Alan Haines,Corporate,United States,Chicago,Illinois,60623,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,16,5,0.80,-26,2017-11,2
3358,CA-2017-100335,07-09-2017,13-09-2017,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,Chicago,Illinois,60610,Central,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,73,9,0.20,26,2017-09,6
3359,CA-2016-139234,06-05-2016,10-05-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,3,2,0.80,-5,2016-05,4
3360,CA-2016-139234,06-05-2016,10-05-2016,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Chicago,Illinois,60610,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,26,2,0.20,-3,2016-05,4
3361,US-2015-142020,04-06-2015,08-06-2015,Second Class,TC-21535,Tracy Collins,Home Office,United States,New York City,New York,10024,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",30,4,0.00,14,2015-06,4
3362,US-2015-142020,04-06-2015,08-06-2015,Second Class,TC-21535,Tracy Collins,Home Office,United States,New York City,New York,10024,East,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35,3,0.00,12,2015-06,4
3367,CA-2014-165379,09-07-2014,15-07-2014,Standard Class,BM-11650,Brian Moss,Corporate,United States,Dallas,Texas,75217,Central,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10,2,0.20,4,2014-07,6
3368,CA-2014-165379,09-07-2014,15-07-2014,Standard Class,BM-11650,Brian Moss,Corporate,United States,Dallas,Texas,75217,Central,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,14,3,0.20,4,2014-07,6
3374,CA-2015-161718,04-12-2015,10-12-2015,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Hempstead,New York,11550,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",28,3,0.00,11,2015-12,6
3375,CA-2015-161718,04-12-2015,10-12-2015,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Hempstead,New York,11550,East,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,364,5,0.10,8,2015-12,6
3376,CA-2015-161718,04-12-2015,10-12-2015,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Hempstead,New York,11550,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,40,4,0.00,10,2015-12,6
3377,CA-2015-161718,04-12-2015,10-12-2015,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Hempstead,New York,11550,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",362,2,0.10,68,2015-12,6
3378,CA-2016-100671,01-11-2016,04-11-2016,First Class,CS-12490,Cindy Schnelling,Corporate,United States,Conroe,Texas,77301,Central,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",112,9,0.20,7,2016-11,3
3383,CA-2015-130659,04-12-2015,09-12-2015,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,New York City,New York,10035,East,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,18,3,0.00,9,2015-12,5
3384,CA-2015-130659,04-12-2015,09-12-2015,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,New York City,New York,10035,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",384,7,0.10,30,2015-12,5
3385,CA-2015-130659,04-12-2015,09-12-2015,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,New York City,New York,10035,East,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,1800,5,0.00,540,2015-12,5
3386,CA-2017-148404,07-10-2017,11-10-2017,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,581,4,0.20,65,2017-10,4
3387,CA-2017-148404,07-10-2017,11-10-2017,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,19,3,0.20,6,2017-10,4
3388,CA-2017-148404,07-10-2017,11-10-2017,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205,South,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IPÂ Telephone,222,2,0.20,17,2017-10,4
3389,CA-2017-148404,07-10-2017,11-10-2017,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",50,6,0.70,-34,2017-10,4
3390,CA-2017-148404,07-10-2017,11-10-2017,Standard Class,Dp-13240,Dean percer,Home Office,United States,Charlotte,North Carolina,28205,South,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,155,3,0.40,-36,2017-10,4
3392,CA-2014-166471,09-08-2014,13-08-2014,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Seattle,Washington,98103,West,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091,4,0.20,68,2014-08,4
